ProductID,ProductName,Price,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays
106,Pickerel - Fillets,18.753,7,High,2017-12-11 05:20:35.910,Weak,False,72
107,Bread - French Baquette,7.4151,1,High,2017-02-10 11:45:43.340,Weak,False,72
108,Pasta - Orecchiette,79.0038,1,High,2018-03-01 20:08:26.010,Weak,True,49
109,Muffin - Zero Transfat,49.3791,1,Medium,2018-02-15 08:20:02.820,Durable,False,23
110,Black Currants,40.9417,9,High,2018-01-26 08:00:13.180,Durable,False,55
111,Scallops 60/80 Iqf,34.9061,11,Medium,2018-01-13 17:45:18.720,Durable,False,75
112,Browning Caramel Glace,81.7943,10,High,2017-02-15 13:30:59.640,Weak,False,59
113,Ocean Spray - Kiwi Strawberry,10.5964,7,Low,2017-04-17 17:59:47.080,Durable,False,67
114,Veal - Osso Bucco,79.5638,8,High,2017-07-11 15:13:04.140,Weak,True,47
115,Ocean Spray - Ruby Red,45.0466,11,Low,2017-08-22 02:01:28.280,Weak,False,67
116,Steam Pan - Half Size Deep,5.736,3,Low,2017-12-31 07:44:48.370,Weak,True,14
117,Ketchup - Tomato,68.638,11,High,2018-03-27 18:48:35.460,Weak,False,18
118,Garbag Bags - Black,65.967,9,High,2018-05-02 18:40:50.110,Weak,False,9999
119,Soup Campbells - Italian Wedding,29.6372,11,Medium,2018-02-06 15:52:36.430,Durable,False,80
120,Water - Spring Water 500ml,2.7314,2,Medium,2017-06-23 17:44:37.560,Durable,False,48
121,Muffin Batt - Blueberry Passion,6.0976,11,Low,2018-02-03 23:46:54.680,Durable,False,21
122,Table Cloth 62x114 White,11.7845,4,High,2018-02-19 06:40:17.800,Weak,False,9999
123,Oil - Shortening - All - Purpose,48.1487,4,Low,2018-02-15 19:59:11.350,Durable,False,30
124,Macaroons - Two Bite Choc,18.2891,4,Low,2017-10-13 22:41:59.260,Durable,True,49
125,"Nut - Chestnuts, Whole",6.1417,9,Low,2017-01-07 01:17:55.400,Weak,False,52
126,Crackers - Trio,14.1914,6,Low,2017-07-23 09:58:17.980,Durable,False,21
127,Island Oasis - Mango Daiquiri,54.1413,8,Medium,2017-04-25 21:47:41.350,Durable,False,70
128,Coffee - Irish Cream,4.6797,2,Medium,2017-07-12 15:43:44.680,Durable,False,5
129,Chicken - Soup Base,67.2329,7,High,2017-05-26 14:09:56.940,Durable,True,43
130,Beef Wellington,41.9808,2,Low,2017-03-11 13:58:47.650,Durable,False,78
131,Anchovy Paste - 56 G Tube,40.8967,3,Medium,2017-11-03 03:41:09.480,Durable,False,38
132,Beer - Blue,11.6217,6,High,2018-01-28 03:31:07.970,Weak,False,64
133,Beef - Top Sirloin - Aaa,2.9327,11,Low,2018-01-30 08:59:32.870,Weak,False,71
134,Wine - Toasted Head,39.8545,2,High,2017-08-21 20:09:17.220,Weak,True,50
135,Wiberg Super Cure,10.9641,10,Low,2018-04-25 15:04:21.890,Durable,False,65
136,Vol Au Vents,24.3913,10,Medium,2018-01-03 17:33:43.530,Weak,True,57
137,"Wine - White, Schroder And Schyl",84.0566,10,Low,2018-02-19 06:30:01.590,Durable,False,89
138,"Rum - Coconut, Malibu",52.6367,7,Low,2018-02-24 19:02:36.330,Durable,False,55
139,Chicken - Wieners,21.423,1,High,2017-08-09 12:40:59.570,Weak,False,53
140,"Oregano - Dry, Rubbed",68.1326,11,High,2018-04-04 19:30:05.600,Durable,False,362
141,Tea - Herbal Sweet Dreams,10.964,1,Low,2018-01-19 05:08:18.970,Durable,True,53
142,"Pork - Bacon, Double Smoked",24.7809,6,Medium,2017-06-10 06:37:54.840,Weak,True,52
143,Watercress,42.6169,1,Medium,2018-03-13 03:29:15.560,Durable,True,24
144,"Placemat - Scallop, White",95.7865,5,Medium,2018-03-09 23:44:25.600,Durable,False,68
145,Wine - Chardonnay South,34.4139,9,Low,2017-04-18 03:37:22.800,Durable,False,72
146,Bananas,75.2486,7,High,2017-03-18 00:33:16.760,Durable,False,21
147,Cheese - Mozzarella,49.6197,5,High,2017-05-29 15:26:02.910,Durable,False,2
148,Beer - Sleemans Cream Ale,28.5553,11,Medium,2018-04-19 00:16:43.830,Durable,True,4
149,Zucchini - Yellow,98.4644,10,High,2017-07-25 01:08:07.500,Weak,True,74
150,Langers - Ruby Red Grapfruit,40.6552,9,High,2018-04-10 21:39:33.620,Durable,False,18
151,"Mushrooms - Black, Dried",93.5613,7,High,2017-08-19 10:23:38.570,Weak,True,75
152,"Lentils - Red, Dry",58.8128,7,Medium,2017-08-22 01:58:29.290,Durable,False,237
153,Arizona - Green Tea,70.2382,4,Low,2017-04-10 05:04:22.440,Weak,False,72
154,Ice Cream Bar - Drumstick,24.756,4,Medium,2017-07-06 12:05:31.010,Weak,True,6
155,"Peas - Pigeon, Dry",63.5524,9,High,2017-02-21 14:39:50.150,Weak,False,226
156,Sprouts - Alfalfa,71.2264,1,High,2018-05-09 20:18:03.820,Durable,False,85
157,"Juice - Cranberry, 341 Ml",14.1082,11,Medium,2017-09-06 03:07:45.320,Durable,False,16
158,Apricots Fresh,54.4643,4,High,2017-09-18 08:44:23.210,Durable,False,5
159,Eggplant - Asian,92.1053,7,Medium,2017-12-29 19:41:34.640,Durable,True,54
160,Beef Ground Medium,54.6874,7,Medium,2017-11-03 18:39:50.240,Weak,True,34
161,Longos - Chicken Wings,64.6118,10,Low,2017-08-18 07:32:54.550,Weak,False,57
162,Sauce - Demi Glace,2.7353,11,Medium,2017-12-08 20:01:58.660,Weak,True,82
163,Tomatoes Tear Drop,11.7708,6,Low,2017-10-07 05:58:29.070,Durable,True,35
164,Loquat,7.3982,11,Medium,2017-12-07 18:21:15.160,Durable,False,54
165,Bread Crumbs - Japanese Style,0.0449,6,Low,2017-03-26 04:19:03.700,Durable,False,86
166,Tray - 16in Rnd Blk,23.2843,5,High,2018-04-25 14:14:10.760,Durable,False,38
167,Knife Plastic - White,78.8615,11,Medium,2017-05-26 04:31:26.770,Durable,False,77
168,Milk - 2%,70.7419,6,Medium,2018-01-03 21:50:29.860,Durable,True,3
169,Water - Aquafina Vitamin,68.5996,10,Medium,2017-07-26 00:08:42.260,Durable,False,21
170,Initation Crab Meat,20.6553,7,Medium,2017-12-26 08:27:44.760,Durable,False,2
171,Gloves - Goldtouch Disposable,21.6794,5,High,2018-03-21 01:14:46.790,Durable,False,29
172,Sherry - Dry,16.0013,5,High,2017-01-31 23:45:59.130,Durable,False,308
173,Rosemary - Dry,44.544,8,Low,2017-09-24 05:59:50.530,Durable,False,265
174,Guinea Fowl,61.5047,11,High,2018-03-13 20:22:30.840,Durable,True,72
175,Oil - Safflower,91.7675,1,Low,2017-10-12 12:36:18.600,Weak,True,31
176,Smirnoff Green Apple Twist,81.3167,6,High,2017-08-27 17:08:59.840,Durable,True,25
177,"Coconut - Shredded, Sweet",69.1677,3,Medium,2018-04-18 03:11:02.240,Weak,True,67
178,Pernod,52.3623,10,High,2018-04-17 20:14:45.760,Weak,True,48
179,Yoghurt Tubes,83.8752,6,Low,2017-06-28 19:04:36.450,Durable,False,68
180,Chocolate - Dark,30.8932,3,Low,2018-03-01 00:44:38.640,Durable,True,46
181,Phyllo Dough,64.5718,1,Medium,2017-02-24 18:32:15.070,Durable,False,80
182,Campari,25.586,9,Low,2017-05-16 21:30:57.530,Weak,False,39
183,Spice - Peppercorn Melange,6.2154,4,High,2018-04-27 14:35:37.180,Weak,False,30
184,Hersey Shakes,26.5776,9,Low,2017-06-24 16:30:23.320,Weak,True,45
185,Foam Dinner Plate,48.4195,6,Low,2017-11-30 03:35:09.080,Weak,False,67
186,Muffin Mix - Blueberry,82.0839,8,Low,2017-03-15 01:42:40.190,Weak,False,54
187,"Pepper - Black, Whole",41.3835,3,Medium,2017-10-20 22:26:45.530,Durable,False,76
188,Cup - Translucent 7 Oz Clear,78.1768,8,High,2017-07-27 20:54:01.860,Durable,False,64
189,"Bread - Roll, Soft White Round",76.3021,5,High,2017-07-01 05:29:27.070,Durable,False,22
190,Cake - Cake Sheet Macaroon,39.7378,9,Medium,2018-04-25 18:46:18.070,Durable,True,46
191,"Hickory Smoke, Liquid",10.283,10,High,2017-04-30 14:25:58.210,Weak,False,75
192,"Wine - Magnotta, Merlot Sr Vqa",29.5923,7,Medium,2017-06-03 21:45:38.370,Durable,False,85
193,"Veal - Inside, Choice",60.5314,11,Medium,2017-02-26 23:21:01.690,Durable,False,14
194,Lettuce - Frisee,66.7357,6,Medium,2018-02-12 18:01:09.340,Durable,False,87
195,Beets - Mini Golden,3.5208,2,Medium,2017-08-18 11:57:11.040,Durable,False,82
196,Longos - Grilled Salmon With Bbq,8.2286,1,High,2017-02-11 09:06:20.300,Durable,False,28
197,Mussels - Cultivated,13.0101,1,Medium,2018-01-11 00:39:25.780,Durable,True,32
198,Lime Cordial - Roses,35.2187,1,Low,2017-04-06 09:08:00.390,Durable,False,22
199,Pork - Hock And Feet Attached,95.7415,10,Medium,2017-12-15 19:25:21.890,Weak,False,79
200,Garlic - Peeled,11.1295,5,Medium,2017-05-02 13:23:12.040,Weak,False,66
201,Grenadine,96.3871,8,Medium,2018-03-01 20:01:50.000,Weak,True,50
202,Bay Leaf,78.8778,11,Low,2017-10-02 17:35:33.050,Weak,True,30
203,"Chicken - Leg, Boneless",59.9557,1,High,2017-09-25 00:08:01.570,Weak,False,66
204,Scallop - St. Jaques,77.809,9,Medium,2017-12-06 16:40:22.750,Durable,True,65
205,"Turkey - Whole, Fresh",18.9757,5,High,2017-01-21 20:24:46.830,Weak,False,5
206,Cocoa Butter,77.56,3,Low,2017-07-19 10:37:39.440,Durable,False,31
207,Coffee - Hazelnut Cream,14.2688,10,Medium,2018-04-06 19:58:38.760,Durable,True,5
208,"Mushroom - Trumpet, Dry",8.7335,5,Medium,2017-06-06 08:41:51.600,Weak,False,242
209,Sugar - Fine,32.9885,3,Low,2018-01-31 23:29:12.410,Durable,False,339
210,"Cheese - Brie,danish",82.2358,3,High,2017-11-03 21:30:50.320,Durable,False,3
211,Wine - Prosecco Valdobiaddene,2.0587,9,Low,2017-01-22 17:07:01.570,Durable,True,17
212,Curry Paste - Madras,61.746,2,High,2017-09-28 06:52:59.570,Weak,True,33
213,Pate - Cognac,70.5891,10,High,2017-03-23 13:39:46.750,Weak,True,30
214,French Pastry - Mini Chocolate,61.2121,5,Low,2018-03-09 18:56:56.000,Durable,False,74
215,"Veal - Brisket, Provimi,bnls",90.1157,7,High,2017-09-10 00:07:35.160,Weak,False,65
216,Scallops - 10/20,39.0257,1,Low,2017-04-04 10:01:57.020,Durable,False,58
217,Bread - Multigrain,96.52,8,Medium,2017-12-21 05:26:21.480,Durable,True,55
218,Barramundi,85.1933,8,High,2017-04-15 13:28:05.740,Weak,True,15
219,Assorted Desserts,58.9787,5,Low,2017-01-08 14:46:06.070,Durable,False,84
220,Meldea Green Tea Liquor,17.961,10,Low,2017-01-12 02:36:23.500,Weak,False,17
221,Bread Crumbs - Panko,81.9008,3,Low,2017-07-06 15:47:25.220,Durable,False,89
222,"Sole - Dover, Whole, Fresh",0.6846,3,High,2018-03-08 07:37:24.910,Durable,False,2
223,Pail With Metal Handle 16l White,94.4399,1,Medium,2017-07-06 16:21:02.790,Durable,False,33
224,Flour - Pastry,28.8618,1,High,2017-08-09 05:22:24.190,Weak,False,235
225,Wine - Charddonnay Errazuriz,10.3722,3,Medium,2017-08-28 18:01:46.550,Weak,False,60
226,"Chestnuts - Whole,canned",92.0872,10,Medium,2017-10-18 03:29:08.410,Durable,True,247
227,Cheese - Taleggio D.o.p.,55.4699,5,Low,2018-04-14 00:24:57.440,Weak,False,5
228,Sauce - Hollandaise,77.8083,3,High,2017-12-19 11:58:41.190,Durable,False,19
229,Bread - Hot Dog Buns,57.9838,9,Medium,2017-07-27 08:25:19.790,Weak,False,72
230,"Wine - Cahors Ac 2000, Clos",83.5389,11,Medium,2017-09-01 03:29:58.290,Weak,False,62
231,Crush - Cream Soda,68.3066,5,Medium,2017-12-24 16:29:34.060,Durable,True,4
232,Quiche Assorted,33.949,3,Medium,2018-01-12 18:03:01.840,Weak,False,29
233,Duck - Breast,56.6209,11,Low,2017-05-04 00:49:23.860,Durable,True,27
234,Tofu - Firm,72.7457,1,Medium,2017-02-27 05:41:24.410,Weak,False,67
235,Bread - English Muffin,34.5061,6,High,2018-05-09 04:42:48.650,Durable,False,45
236,Tomato - Tricolor Cherry,85.694,1,Low,2017-10-02 00:56:42.020,Durable,True,46
237,Mayonnaise - Individual Pkg,65.6303,8,Low,2017-12-29 21:22:55.960,Weak,False,49
238,Garlic,28.4065,6,Medium,2017-05-22 21:55:14.430,Durable,False,72
239,"Soup - Campbells, Cream Of",7.6019,5,Medium,2017-06-03 20:05:36.490,Weak,True,5
240,Wine - Chablis 2003 Champs,70.8596,4,Low,2017-05-14 16:57:29.640,Weak,False,56
241,Cheese - Cheddarsliced,67.8151,9,Medium,2017-04-17 05:44:01.430,Durable,False,2
242,Thermometer Digital,32.65,9,Low,2017-05-17 13:44:53.920,Weak,False,35
243,Sun - Dried Tomatoes,45.1883,6,Medium,2017-11-02 21:24:49.460,Weak,False,65
244,Beef - Rib Eye Aaa,94.0664,2,Low,2018-01-04 07:58:36.760,Durable,True,45
245,Grouper - Fresh,37.6791,1,Medium,2018-04-04 01:39:16.490,Weak,False,6
246,Ice Cream Bar - Hageen Daz To,48.5371,9,Low,2017-12-10 07:32:58.640,Weak,False,2
247,Juice - Apple Cider,59.0033,9,High,2017-03-14 08:05:51.620,Weak,False,17
248,Beef - Inside Round,99.3193,7,Low,2017-04-29 04:24:05.700,Durable,False,79
249,Cookie Dough - Double,76.6201,10,Medium,2017-06-05 17:53:34.170,Weak,True,278
250,"Soup - Campbells, Beef Barley",64.4951,1,Low,2017-05-17 01:55:14.020,Durable,False,58
251,"Oranges - Navel, 72",11.7087,5,Low,2017-07-01 03:39:58.820,Weak,True,39
252,Nantucket - Pomegranate Pear,27.8169,4,Medium,2017-09-28 11:11:20.030,Weak,False,35
253,Wanton Wrap,76.24,7,High,2017-03-29 18:21:54.320,Durable,False,36
254,"Soup - Canadian Pea, Dry Mix",77.7804,1,Low,2017-12-04 16:48:58.390,Weak,True,338
255,Kellogs All Bran Bars,29.2287,3,Low,2018-03-05 21:35:46.830,Weak,False,73
256,Soup Knorr Chili With Beans,95.7024,6,Medium,2018-05-03 12:24:25.100,Durable,False,78
257,"Pasta - Detalini, White, Fresh",84.438,11,High,2017-03-30 01:14:30.260,Durable,False,3
258,Tea - English Breakfast,31.0939,1,Low,2017-02-16 18:45:37.370,Weak,False,73
259,Veal - Eye Of Round,67.4367,7,High,2017-04-10 22:38:36.190,Durable,True,41
260,"Yogurt - Blueberry, 175 Gr",26.8886,7,Low,2017-08-13 16:55:38.420,Durable,False,15
261,Chinese Foods - Chicken,22.0901,9,High,2017-08-14 10:12:42.010,Durable,True,85
262,Bagel - Plain,36.4605,7,Medium,2017-04-19 07:59:57.570,Durable,False,9999
263,Soupfoamcont12oz 112con,50.7497,7,Low,2018-03-20 00:16:31.820,Weak,False,52
264,Juice - V8 Splash,49.4497,3,High,2017-06-02 19:59:14.110,Durable,True,15
265,"Mushroom - Porcini, Dry",13.9292,10,Medium,2018-03-20 05:01:16.260,Weak,False,220
266,Clam Nectar,68.1097,7,High,2017-05-19 23:03:59.730,Weak,False,58
267,Grapes - Red,5.125,2,Medium,2017-05-28 06:03:35.710,Durable,True,19
268,Vanilla Beans,97.8435,9,Low,2017-01-25 07:58:22.340,Durable,False,22
269,Wine - Blue Nun Qualitatswein,26.706,11,Medium,2018-03-10 14:14:07.360,Durable,True,31
270,Cheese Cloth No 100,4.4216,6,Medium,2018-04-17 23:10:53.140,Durable,False,4
271,Banana - Leaves,73.3954,5,High,2017-08-13 12:39:01.070,Durable,True,74
272,"Chocolate - Semi Sweet, Calets",68.1134,2,Low,2017-08-01 07:31:07.050,Weak,True,14
273,Bandage - Flexible Neon,77.5913,4,Medium,2018-03-21 17:22:29.260,Weak,False,89
274,Papayas,88.1192,2,Low,2018-01-03 21:48:36.440,Weak,False,56
275,Corn Meal,50.146,1,Medium,2018-02-03 20:52:22.080,Durable,True,68
276,Snapple - Iced Tea Peach,49.2508,5,High,2017-02-20 02:02:31.300,Durable,True,61
277,Sea Bass - Whole,55.4964,9,Medium,2017-05-06 10:12:35.440,Durable,False,70
278,Apricots - Halves,0.3735,11,Medium,2017-11-09 08:22:26.040,Weak,False,25
279,Beef - Texas Style Burger,91.1828,1,Low,2017-09-14 03:43:07.710,Durable,True,35
280,Onion Powder,61.8352,5,Medium,2018-01-26 10:28:47.910,Durable,False,75
281,"Bar Mix - Pina Colada, 355 Ml",33.0839,2,High,2017-08-06 19:23:16.790,Durable,True,43
282,"Lemonade - Natural, 591 Ml",56.1506,10,Low,2017-12-16 20:00:51.740,Durable,False,32
283,Bread Fig And Almond,1.1882,4,Low,2017-07-16 18:05:07.010,Durable,False,74
284,Beer - Rickards Red,93.4888,9,Low,2017-03-13 06:30:05.770,Weak,False,40
285,Cheese - Mix,71.8302,7,Low,2017-03-03 23:49:59.470,Durable,False,3
286,Beef - Prime Rib Aaa,40.4897,2,Low,2017-03-29 05:18:14.030,Durable,False,44
287,Bread - Italian Roll With Herbs,57.709,7,Medium,2017-10-16 23:41:07.520,Durable,True,31
288,"Orange - Canned, Mandarin",78.8405,11,Low,2017-10-07 08:00:25.480,Durable,True,231
289,Sword Pick Asst,43.5169,10,Low,2017-05-03 08:05:37.580,Durable,False,20
290,Sauce - Rosee,38.8037,1,Low,2017-01-06 16:18:23.540,Durable,True,20
291,"Crab - Dungeness, Whole",1.2559,2,Medium,2017-07-05 23:42:11.760,Durable,False,46
